feature	status	n_isoforms	logFC	logFC_cat	expr	expr_cat
ENSG00000142871	0	2	0	[ 0.000, 0.297)	193.00112	[1.45e+01,2.43e+04]
ENSG00000142875	0	16	0	[ 0.000, 0.297)	47.1719635596	[1.45e+01,2.43e+04]
ENSG00000142892	0	6	0	[ 0.000, 0.297)	20.8190683	[1.45e+01,2.43e+04]
ENSG00000142910	1	13	0.0535906859676437	[ 0.000, 0.297)	46.8290284	[1.45e+01,2.43e+04]
ENSG00000142920	0	21	0	[ 0.000, 0.297)	2.11256970016143	[2.77e-01,2.85e+00)
ENSG00000142937	1	8	0.00327391016384006	[ 0.000, 0.297)	1146.945438	[1.45e+01,2.43e+04]
ENSG00000142945	1	10	1.39349565053476	[ 1.350, 3.540)	6.2453967	[2.85e+00,1.45e+01)
ENSG00000142949	1	18	0.23195142144231	[ 0.000, 0.297)	54.32196572141	[1.45e+01,2.43e+04]
ENSG00000142959	0	1	0	[ 0.000, 0.297)	5.05756	[2.85e+00,1.45e+01)
ENSG00000142961	0	4	0	[ 0.000, 0.297)	8.988526	[2.85e+00,1.45e+01)
ENSG00000142973	0	13	0	[ 0.000, 0.297)	1.744014	[2.77e-01,2.85e+00)
ENSG00000143001	0	1	0	[ 0.000, 0.297)	1.70258	[2.77e-01,2.85e+00)
ENSG00000143006	0	2	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000143013	0	4	0	[ 0.000, 0.297)	59.26835	[1.45e+01,2.43e+04]
ENSG00000143028	1	3	10.7328762576844	[ 3.540,24.063]	643.3578155	[1.45e+01,2.43e+04]
ENSG00000143032	0	1	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000143033	0	14	0	[ 0.000, 0.297)	12.043763907408	[2.85e+00,1.45e+01)
ENSG00000143036	1	10	0.0126034982571861	[ 0.000, 0.297)	19.8750605	[1.45e+01,2.43e+04]
ENSG00000143061	0	4	0	[ 0.000, 0.297)	5.53827	[2.85e+00,1.45e+01)
ENSG00000143067	1	1	1.88532932067651	[ 1.350, 3.540)	6.587049538	[2.85e+00,1.45e+01)
ENSG00000143079	0	3	0	[ 0.000, 0.297)	15.79057989	[1.45e+01,2.43e+04]
ENSG00000143093	0	9	0	[ 0.000, 0.297)	13.0269892	[2.85e+00,1.45e+01)
ENSG00000143105	0	1	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000143106	0	6	0	[ 0.000, 0.297)	96.187315	[1.45e+01,2.43e+04]
ENSG00000143107	0	3	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000143110	1	3	0.73821098411885	[ 0.297, 1.350)	38.0747	[1.45e+01,2.43e+04]
ENSG00000143119	0	7	0	[ 0.000, 0.297)	102.503767	[1.45e+01,2.43e+04]
ENSG00000143125	0	2	0	[ 0.000, 0.297)	0.0454453	[0.00e+00,2.77e-01)
ENSG00000143126	1	4	1.28165887194375	[ 0.297, 1.350)	2.177623	[2.77e-01,2.85e+00)
ENSG00000143127	0	5	0	[ 0.000, 0.297)	0.091565	[0.00e+00,2.77e-01)
ENSG00000143140	0	3	0	[ 0.000, 0.297)	4.3464493	[2.85e+00,1.45e+01)
ENSG00000143147	0	11	0	[ 0.000, 0.297)	3.2476516	[2.85e+00,1.45e+01)
ENSG00000143149	0	6	0	[ 0.000, 0.297)	52.993227	[1.45e+01,2.43e+04]
ENSG00000143153	0	5	0	[ 0.000, 0.297)	191.537378	[1.45e+01,2.43e+04]
ENSG00000143155	0	2	0	[ 0.000, 0.297)	25.242171	[1.45e+01,2.43e+04]
ENSG00000143156	1	14	0.957722846111079	[ 0.297, 1.350)	7.304439	[2.85e+00,1.45e+01)
ENSG00000143157	0	5	0	[ 0.000, 0.297)	13.60841	[2.85e+00,1.45e+01)
ENSG00000143158	0	3	0	[ 0.000, 0.297)	59.065751	[1.45e+01,2.43e+04]
ENSG00000143162	1	2	6.42922504800163	[ 3.540,24.063]	58.2122055	[1.45e+01,2.43e+04]
ENSG00000143164	0	12	0	[ 0.000, 0.297)	30.6761659	[1.45e+01,2.43e+04]
ENSG00000143167	0	3	0	[ 0.000, 0.297)	145.76927	[1.45e+01,2.43e+04]
ENSG00000143171	1	3	0.241781625682679	[ 0.000, 0.297)	2.3566694	[2.77e-01,2.85e+00)
ENSG00000143178	0	4	0	[ 0.000, 0.297)	0.995181276	[2.77e-01,2.85e+00)
ENSG00000143179	0	9	0	[ 0.000, 0.297)	29.90606	[1.45e+01,2.43e+04]
ENSG00000143183	0	7	0	[ 0.000, 0.297)	122.912822	[1.45e+01,2.43e+04]
ENSG00000143184	0	1	0	[ 0.000, 0.297)	1.05819	[2.77e-01,2.85e+00)
ENSG00000143185	0	1	0	[ 0.000, 0.297)	1.95648	[2.77e-01,2.85e+00)
ENSG00000143190	1	19	4.80541904613825	[ 3.540,24.063]	36.73211675	[1.45e+01,2.43e+04]
ENSG00000143194	0	5	0	[ 0.000, 0.297)	0.0366052	[0.00e+00,2.77e-01)
ENSG00000143195	0	7	0	[ 0.000, 0.297)	0.0782681	[0.00e+00,2.77e-01)
ENSG00000143196	1	1	3.08289281381681	[ 1.350, 3.540)	40.06414638245	[1.45e+01,2.43e+04]
ENSG00000143198	0	14	0	[ 0.000, 0.297)	124.750746	[1.45e+01,2.43e+04]
ENSG00000143199	0	5	0	[ 0.000, 0.297)	0.0909048	[0.00e+00,2.77e-01)
ENSG00000143207	0	10	0	[ 0.000, 0.297)	25.698538	[1.45e+01,2.43e+04]
ENSG00000143217	0	3	0	[ 0.000, 0.297)	2.184276	[2.77e-01,2.85e+00)
ENSG00000143222	0	6	0	[ 0.000, 0.297)	96.267385	[1.45e+01,2.43e+04]
ENSG00000143224	1	21	1.17201675576618	[ 0.297, 1.350)	10.677448117	[2.85e+00,1.45e+01)
ENSG00000143226	0	15	0	[ 0.000, 0.297)	80.240009	[1.45e+01,2.43e+04]
ENSG00000143228	1	12	1.10284568634194	[ 0.297, 1.350)	3.8402113	[2.85e+00,1.45e+01)
ENSG00000143248	1	7	0.681433728739529	[ 0.297, 1.350)	46.7602395	[1.45e+01,2.43e+04]
ENSG00000143252	0	9	0	[ 0.000, 0.297)	103.858266	[1.45e+01,2.43e+04]
ENSG00000143256	1	2	4.65147685382095	[ 3.540,24.063]	31.3876975	[1.45e+01,2.43e+04]
ENSG00000143257	0	34	0	[ 0.000, 0.297)	0.3363894	[2.77e-01,2.85e+00)
ENSG00000143258	1	10	0.586242396440435	[ 0.297, 1.350)	9.04338177	[2.85e+00,1.45e+01)
ENSG00000143278	0	2	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000143294	0	8	0	[ 0.000, 0.297)	30.684341	[1.45e+01,2.43e+04]
ENSG00000143297	1	11	1.47480336416071	[ 1.350, 3.540)	22.1636467	[1.45e+01,2.43e+04]
ENSG00000143303	0	11	0	[ 0.000, 0.297)	15.13938	[1.45e+01,2.43e+04]
ENSG00000143314	0	6	0	[ 0.000, 0.297)	64.697155	[1.45e+01,2.43e+04]
ENSG00000143315	0	1	0	[ 0.000, 0.297)	5.28676	[2.85e+00,1.45e+01)
ENSG00000143318	1	4	1.37815372956918	[ 1.350, 3.540)	0.5429368	[2.77e-01,2.85e+00)
ENSG00000143319	0	6	0	[ 0.000, 0.297)	18.058428	[1.45e+01,2.43e+04]
ENSG00000143320	0	3	0	[ 0.000, 0.297)	5.543769	[2.85e+00,1.45e+01)
ENSG00000143321	1	11	0.0747279790771415	[ 0.000, 0.297)	133.2544505	[1.45e+01,2.43e+04]
ENSG00000143322	0	12	0	[ 0.000, 0.297)	4.991769726361	[2.85e+00,1.45e+01)
ENSG00000143324	0	5	0	[ 0.000, 0.297)	14.098157	[2.85e+00,1.45e+01)
ENSG00000143333	0	1	0	[ 0.000, 0.297)	2.993	[2.85e+00,1.45e+01)
ENSG00000143337	0	11	0	[ 0.000, 0.297)	39.1352864	[1.45e+01,2.43e+04]
ENSG00000143340	1	1	2.41386092835252	[ 1.350, 3.540)	0.5939215	[2.77e-01,2.85e+00)
ENSG00000143341	0	6	0	[ 0.000, 0.297)	3.5729541	[2.85e+00,1.45e+01)
ENSG00000143344	1	5	5.97157244231358	[ 3.540,24.063]	11.834337	[2.85e+00,1.45e+01)
ENSG00000143353	1	12	1.25755953876038	[ 0.297, 1.350)	30.094751	[1.45e+01,2.43e+04]
ENSG00000143355	0	7	0	[ 0.000, 0.297)	0.00372862	[0.00e+00,2.77e-01)
ENSG00000143363	1	11	5.76588509748013	[ 3.540,24.063]	5.716898	[2.85e+00,1.45e+01)
ENSG00000143365	0	4	0	[ 0.000, 0.297)	4.789001	[2.85e+00,1.45e+01)
ENSG00000143367	0	8	0	[ 0.000, 0.297)	11.17323	[2.85e+00,1.45e+01)
ENSG00000143368	0	2	0	[ 0.000, 0.297)	13.18171	[2.85e+00,1.45e+01)
ENSG00000143369	1	7	0.102615646245777	[ 0.000, 0.297)	35.2663222	[1.45e+01,2.43e+04]
ENSG00000143373	1	8	0.704225044812636	[ 0.297, 1.350)	5.986173	[2.85e+00,1.45e+01)
ENSG00000143374	1	13	1.28373539447387	[ 0.297, 1.350)	23.03742965	[1.45e+01,2.43e+04]
ENSG00000143375	0	8	0	[ 0.000, 0.297)	44.794398	[1.45e+01,2.43e+04]
ENSG00000143376	1	5	0.416436354730053	[ 0.297, 1.350)	7.2905725	[2.85e+00,1.45e+01)
ENSG00000143379	0	17	0	[ 0.000, 0.297)	16.303687	[1.45e+01,2.43e+04]
ENSG00000143382	1	6	0.10248291397101	[ 0.000, 0.297)	16.2141690719	[1.45e+01,2.43e+04]
ENSG00000143384	0	3	0	[ 0.000, 0.297)	204.331	[1.45e+01,2.43e+04]
ENSG00000143387	0	3	0	[ 0.000, 0.297)	93.799373	[1.45e+01,2.43e+04]
ENSG00000143390	0	22	0	[ 0.000, 0.297)	36.80215253	[1.45e+01,2.43e+04]
ENSG00000143393	0	14	0	[ 0.000, 0.297)	25.2135342403	[1.45e+01,2.43e+04]
ENSG00000143398	0	18	0	[ 0.000, 0.297)	17.9894085	[1.45e+01,2.43e+04]
ENSG00000143401	0	10	0	[ 0.000, 0.297)	16.266246	[1.45e+01,2.43e+04]
ENSG00000143409	0	6	0	[ 0.000, 0.297)	12.017223	[2.85e+00,1.45e+01)
ENSG00000143412	0	2	0	[ 0.000, 0.297)	3.12814	[2.85e+00,1.45e+01)
ENSG00000143416	0	20	0	[ 0.000, 0.297)	191.293869	[1.45e+01,2.43e+04]
ENSG00000143418	1	15	1.61481900522726	[ 1.350, 3.540)	50.8720341	[1.45e+01,2.43e+04]
ENSG00000143420	0	15	0	[ 0.000, 0.297)	165.417719	[1.45e+01,2.43e+04]
ENSG00000143434	1	8	2.39644515166665	[ 1.350, 3.540)	0.98796273	[2.77e-01,2.85e+00)
ENSG00000143436	1	11	3.39692650187911	[ 1.350, 3.540)	23.6777285056033	[1.45e+01,2.43e+04]
ENSG00000143437	0	12	0	[ 0.000, 0.297)	22.858343000468	[1.45e+01,2.43e+04]
ENSG00000143442	1	23	0.0501044138885635	[ 0.000, 0.297)	17.11345516	[1.45e+01,2.43e+04]
ENSG00000143443	0	3	0	[ 0.000, 0.297)	2.361318509654	[2.77e-01,2.85e+00)
ENSG00000143450	1	7	1.27513755082597	[ 0.297, 1.350)	3.610537	[2.85e+00,1.45e+01)
ENSG00000143452	1	9	2.44157210555254	[ 1.350, 3.540)	1.8967701	[2.77e-01,2.85e+00)
ENSG00000143457	1	4	0.906766805055961	[ 0.297, 1.350)	27.206661	[1.45e+01,2.43e+04]
ENSG00000143458	1	7	0.239411411895135	[ 0.000, 0.297)	6.03965225	[2.85e+00,1.45e+01)
ENSG00000143466	0	6	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000143469	0	9	0	[ 0.000, 0.297)	0.096967167798165	[0.00e+00,2.77e-01)
ENSG00000143473	0	2	0	[ 0.000, 0.297)	0.643053	[2.77e-01,2.85e+00)
ENSG00000143476	0	6	0	[ 0.000, 0.297)	3.3751	[2.85e+00,1.45e+01)
ENSG00000143479	0	5	0	[ 0.000, 0.297)	0.716008	[2.77e-01,2.85e+00)
ENSG00000143486	0	8	0	[ 0.000, 0.297)	2.473203	[2.77e-01,2.85e+00)
ENSG00000143493	1	9	1.61478596173139	[ 1.350, 3.540)	14.119011523	[2.85e+00,1.45e+01)
ENSG00000143494	1	12	1.78627938441233	[ 1.350, 3.540)	3.35576075	[2.85e+00,1.45e+01)
ENSG00000143498	0	9	0	[ 0.000, 0.297)	4.978635	[2.85e+00,1.45e+01)
ENSG00000143499	1	7	0.147756325552177	[ 0.000, 0.297)	21.5729305	[1.45e+01,2.43e+04]
ENSG00000143502	1	13	1.466801913749	[ 1.350, 3.540)	0.55130255	[2.77e-01,2.85e+00)
ENSG00000143507	0	6	0	[ 0.000, 0.297)	3.6736668	[2.85e+00,1.45e+01)
ENSG00000143512	0	4	0	[ 0.000, 0.297)	0.28349872	[2.77e-01,2.85e+00)
ENSG00000143514	0	15	0	[ 0.000, 0.297)	10.62285436	[2.85e+00,1.45e+01)
ENSG00000143515	0	7	0	[ 0.000, 0.297)	17.656398	[1.45e+01,2.43e+04]
ENSG00000143520	0	1	0	[ 0.000, 0.297)	0.0336748	[0.00e+00,2.77e-01)
ENSG00000143536	0	1	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000143537	0	33	0	[ 0.000, 0.297)	48.164564	[1.45e+01,2.43e+04]
ENSG00000143543	0	6	0	[ 0.000, 0.297)	99.95741	[1.45e+01,2.43e+04]
ENSG00000143545	0	4	0	[ 0.000, 0.297)	95.948394	[1.45e+01,2.43e+04]
ENSG00000143546	0	3	0	[ 0.000, 0.297)	51.710479	[1.45e+01,2.43e+04]
ENSG00000143549	0	22	0	[ 0.000, 0.297)	392.8574759	[1.45e+01,2.43e+04]
ENSG00000143552	0	3	0	[ 0.000, 0.297)	0.0535916	[0.00e+00,2.77e-01)
ENSG00000143553	1	4	0.0352924494198703	[ 0.000, 0.297)	21.9991365	[1.45e+01,2.43e+04]
ENSG00000143554	0	13	0	[ 0.000, 0.297)	14.582348067646	[1.45e+01,2.43e+04]
ENSG00000143556	0	2	0	[ 0.000, 0.297)	0.243574	[0.00e+00,2.77e-01)
ENSG00000143569	0	19	0	[ 0.000, 0.297)	47.1103893	[1.45e+01,2.43e+04]
ENSG00000143570	1	9	1.78127662688923	[ 1.350, 3.540)	35.86590765	[1.45e+01,2.43e+04]
ENSG00000143575	0	11	0	[ 0.000, 0.297)	52.011138	[1.45e+01,2.43e+04]
ENSG00000143578	1	14	0.146677981671237	[ 0.000, 0.297)	6.92157070321012	[2.85e+00,1.45e+01)
ENSG00000143590	0	5	0	[ 0.000, 0.297)	3.382689	[2.85e+00,1.45e+01)
ENSG00000143595	0	3	0	[ 0.000, 0.297)	0.082337	[0.00e+00,2.77e-01)
ENSG00000143603	0	3	0	[ 0.000, 0.297)	7.482678	[2.85e+00,1.45e+01)
ENSG00000143612	0	9	0	[ 0.000, 0.297)	118.997299	[1.45e+01,2.43e+04]
ENSG00000143614	0	1	0	[ 0.000, 0.297)	2.15267	[2.77e-01,2.85e+00)
ENSG00000143621	0	4	0	[ 0.000, 0.297)	112.117983	[1.45e+01,2.43e+04]
ENSG00000143622	1	5	0.387915119663379	[ 0.297, 1.350)	16.5533912	[1.45e+01,2.43e+04]
ENSG00000143624	1	11	4.88129492945307	[ 3.540,24.063]	4.46189754041237	[2.85e+00,1.45e+01)
ENSG00000143627	0	3	0	[ 0.000, 0.297)	0.0232247	[0.00e+00,2.77e-01)
ENSG00000143630	0	4	0	[ 0.000, 0.297)	0.613576	[2.77e-01,2.85e+00)
ENSG00000143631	0	1	0	[ 0.000, 0.297)	0.0774132	[0.00e+00,2.77e-01)
ENSG00000143632	0	2	0	[ 0.000, 0.297)	0.075166	[0.00e+00,2.77e-01)
ENSG00000143633	0	8	0	[ 0.000, 0.297)	16.86946	[1.45e+01,2.43e+04]
ENSG00000143641	0	7	0	[ 0.000, 0.297)	37.236474	[1.45e+01,2.43e+04]
ENSG00000143643	1	10	1.00241735762811	[ 0.297, 1.350)	10.696205147988	[2.85e+00,1.45e+01)
ENSG00000143653	0	1	0	[ 0.000, 0.297)	24.0572	[1.45e+01,2.43e+04]
ENSG00000143669	1	13	5.90701771975453	[ 3.540,24.063]	5.8133768310095	[2.85e+00,1.45e+01)
ENSG00000143674	0	3	0	[ 0.000, 0.297)	3.601864	[2.85e+00,1.45e+01)
ENSG00000143702	0	25	0	[ 0.000, 0.297)	12.579885	[2.85e+00,1.45e+01)
ENSG00000143740	0	11	0	[ 0.000, 0.297)	12.068197	[2.85e+00,1.45e+01)
ENSG00000143742	0	3	0	[ 0.000, 0.297)	172.33728	[1.45e+01,2.43e+04]
ENSG00000143748	1	25	0.330663441745921	[ 0.297, 1.350)	14.392495	[2.85e+00,1.45e+01)
ENSG00000143751	0	2	0	[ 0.000, 0.297)	9.14109	[2.85e+00,1.45e+01)
ENSG00000143753	0	5	0	[ 0.000, 0.297)	32.673902	[1.45e+01,2.43e+04]
ENSG00000143756	0	5	0	[ 0.000, 0.297)	13.179937	[2.85e+00,1.45e+01)
ENSG00000143761	1	15	0.155159348251715	[ 0.000, 0.297)	255.924311004846	[1.45e+01,2.43e+04]
ENSG00000143768	0	3	0	[ 0.000, 0.297)	0.868571	[2.77e-01,2.85e+00)
ENSG00000143771	0	8	0	[ 0.000, 0.297)	30.583416	[1.45e+01,2.43e+04]
ENSG00000143772	1	3	2.22082234049564	[ 1.350, 3.540)	6.21821	[2.85e+00,1.45e+01)
ENSG00000143774	1	40	0.00710194407939663	[ 0.000, 0.297)	172.038860363296	[1.45e+01,2.43e+04]
ENSG00000143776	1	15	0.193665652799661	[ 0.000, 0.297)	10.413915165	[2.85e+00,1.45e+01)
ENSG00000143786	0	14	0	[ 0.000, 0.297)	2.1235182	[2.77e-01,2.85e+00)
ENSG00000143793	0	7	0	[ 0.000, 0.297)	6.211947	[2.85e+00,1.45e+01)
ENSG00000143799	1	10	6.18531796761628	[ 3.540,24.063]	22.32328375	[1.45e+01,2.43e+04]
ENSG00000143801	1	13	5.50997956431224	[ 3.540,24.063]	8.62337704131	[2.85e+00,1.45e+01)
ENSG00000143811	1	8	0.18113852581897	[ 0.000, 0.297)	40.3061935	[1.45e+01,2.43e+04]
ENSG00000143815	0	8	0	[ 0.000, 0.297)	28.3347322	[1.45e+01,2.43e+04]
ENSG00000143816	0	2	0	[ 0.000, 0.297)	1.517886	[2.77e-01,2.85e+00)
ENSG00000143819	0	5	0	[ 0.000, 0.297)	72.478501	[1.45e+01,2.43e+04]
ENSG00000143839	1	2	0.880264795806117	[ 0.297, 1.350)	0.273109	[0.00e+00,2.77e-01)
ENSG00000143842	0	9	0	[ 0.000, 0.297)	11.3611337	[2.85e+00,1.45e+01)
ENSG00000143845	0	13	0	[ 0.000, 0.297)	2.845198	[2.77e-01,2.85e+00)
ENSG00000143847	0	14	0	[ 0.000, 0.297)	0.8900524	[2.77e-01,2.85e+00)
ENSG00000143850	0	4	0	[ 0.000, 0.297)	31.44999	[1.45e+01,2.43e+04]
ENSG00000143851	1	21	0.583079126262469	[ 0.297, 1.350)	12.1847685	[2.85e+00,1.45e+01)
ENSG00000143858	0	2	0	[ 0.000, 0.297)	0.13819496	[0.00e+00,2.77e-01)
ENSG00000143862	1	3	2.32448933330926	[ 1.350, 3.540)	15.6507645	[1.45e+01,2.43e+04]
ENSG00000146463	1	7	0.0149109653028304	[ 0.000, 0.297)	17.525202	[1.45e+01,2.43e+04]
ENSG00000149527	0	10	0	[ 0.000, 0.297)	0.7334439151725	[2.77e-01,2.85e+00)
ENSG00000150337	1	4	2.9188138796347	[ 1.350, 3.540)	12.66674	[2.85e+00,1.45e+01)
ENSG00000150681	1	4	0.113862061471851	[ 0.000, 0.297)	5.76789	[2.85e+00,1.45e+01)
ENSG00000150732	0	1	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000151414	1	8	0.0405491331834023	[ 0.000, 0.297)	25.005313	[1.45e+01,2.43e+04]
ENSG00000151418	0	5	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000152022	0	1	0	[ 0.000, 0.297)	3.82661	[2.85e+00,1.45e+01)
ENSG00000152042	0	5	0	[ 0.000, 0.297)	3.573274	[2.85e+00,1.45e+01)
ENSG00000152061	0	23	0	[ 0.000, 0.297)	24.6248204	[1.45e+01,2.43e+04]
ENSG00000152078	0	4	0	[ 0.000, 0.297)	14.087559	[2.85e+00,1.45e+01)
ENSG00000152092	1	6	1.5128314128741	[ 1.350, 3.540)	0.34896953119	[2.77e-01,2.85e+00)
ENSG00000152104	0	5	0	[ 0.000, 0.297)	3.547847	[2.85e+00,1.45e+01)
ENSG00000152332	0	4	0	[ 0.000, 0.297)	23.7806009	[1.45e+01,2.43e+04]
ENSG00000152382	1	2	3.68779481807948	[ 3.540,24.063]	3.85290475	[2.85e+00,1.45e+01)
ENSG00000152760	1	5	5.14856508029162	[ 3.540,24.063]	15.7785461	[1.45e+01,2.43e+04]
ENSG00000152763	1	13	1.70834065770375	[ 1.350, 3.540)	7.33159715	[2.85e+00,1.45e+01)
ENSG00000152904	0	9	0	[ 0.000, 0.297)	21.75245	[1.45e+01,2.43e+04]
ENSG00000153029	1	7	1.67227066393015	[ 1.350, 3.540)	8.83620595	[2.85e+00,1.45e+01)
ENSG00000153187	1	8	8.72491435568928	[ 3.540,24.063]	63.21831005	[1.45e+01,2.43e+04]
ENSG00000153207	0	8	0	[ 0.000, 0.297)	16.166805036896	[1.45e+01,2.43e+04]
ENSG00000153230	0	1	0	[ 0.000, 0.297)	0.0677829	[0.00e+00,2.77e-01)
ENSG00000153363	1	3	5.26468353559594	[ 3.540,24.063]	4.0426665	[2.85e+00,1.45e+01)
ENSG00000153898	0	6	0	[ 0.000, 0.297)	12.579628	[2.85e+00,1.45e+01)
ENSG00000153904	0	11	0	[ 0.000, 0.297)	28.097221	[1.45e+01,2.43e+04]
ENSG00000153923	0	3	0	[ 0.000, 0.297)	0.0925353	[0.00e+00,2.77e-01)
ENSG00000153936	0	4	0	[ 0.000, 0.297)	12.18473	[2.85e+00,1.45e+01)
ENSG00000154007	0	1	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000154027	0	13	0	[ 0.000, 0.297)	1.9360202	[2.77e-01,2.85e+00)
ENSG00000154198	0	2	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000154222	1	13	3.53281605269285	[ 1.350, 3.540)	9.94031605	[2.85e+00,1.45e+01)
ENSG00000154305	1	13	0.32733764363935	[ 0.297, 1.350)	60.6088659	[1.45e+01,2.43e+04]
ENSG00000154309	0	4	0	[ 0.000, 0.297)	1.760421	[2.77e-01,2.85e+00)
ENSG00000154342	0	2	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000154358	1	15	2.48388656102363	[ 1.350, 3.540)	13.109734944525	[2.85e+00,1.45e+01)
ENSG00000154370	1	7	0.0682281395498852	[ 0.000, 0.297)	8.8381465	[2.85e+00,1.45e+01)
ENSG00000154380	0	9	0	[ 0.000, 0.297)	27.247652	[1.45e+01,2.43e+04]
ENSG00000154429	0	5	0	[ 0.000, 0.297)	4.2731280596006	[2.85e+00,1.45e+01)
ENSG00000154451	1	6	0.251042204390371	[ 0.000, 0.297)	11.6319798	[2.85e+00,1.45e+01)
ENSG00000154511	0	1	0	[ 0.000, 0.297)	13.2446	[2.85e+00,1.45e+01)
ENSG00000155363	1	19	3.30234517413659	[ 1.350, 3.540)	14.252887	[2.85e+00,1.45e+01)
ENSG00000155366	1	19	6.88466068618538	[ 3.540,24.063]	166.6695495	[1.45e+01,2.43e+04]
ENSG00000155367	0	7	0	[ 0.000, 0.297)	2.365506	[2.77e-01,2.85e+00)
ENSG00000155380	0	8	0	[ 0.000, 0.297)	25.4017115	[1.45e+01,2.43e+04]
ENSG00000155761	0	13	0	[ 0.000, 0.297)	0.1939429	[0.00e+00,2.77e-01)
ENSG00000155816	1	7	0.542086315904246	[ 0.297, 1.350)	1.3695711	[2.77e-01,2.85e+00)
ENSG00000156097	0	5	0	[ 0.000, 0.297)	0.1808329	[0.00e+00,2.77e-01)
ENSG00000156150	0	1	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000156171	1	11	0.556101032113943	[ 0.297, 1.350)	71.162203619704	[1.45e+01,2.43e+04]
ENSG00000156869	0	5	0	[ 0.000, 0.297)	5.308529	[2.85e+00,1.45e+01)
ENSG00000156875	0	2	0	[ 0.000, 0.297)	25.571417	[1.45e+01,2.43e+04]
ENSG00000156876	0	3	0	[ 0.000, 0.297)	2.4054	[2.77e-01,2.85e+00)
ENSG00000157060	0	6	0	[ 0.000, 0.297)	0.0695378	[0.00e+00,2.77e-01)
ENSG00000157064	1	4	1.06246202986265	[ 0.297, 1.350)	1.840144064891	[2.77e-01,2.85e+00)
ENSG00000157077	0	5	0	[ 0.000, 0.297)	7.405691	[2.85e+00,1.45e+01)
ENSG00000157131	0	1	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000157181	0	6	0	[ 0.000, 0.297)	14.732868	[1.45e+01,2.43e+04]
ENSG00000157184	0	2	0	[ 0.000, 0.297)	18.3202287	[1.45e+01,2.43e+04]
ENSG00000157191	0	13	0	[ 0.000, 0.297)	45.21051	[1.45e+01,2.43e+04]
ENSG00000157193	1	12	1.01900525051781	[ 0.297, 1.350)	3.8925876	[2.85e+00,1.45e+01)
ENSG00000157211	0	2	0	[ 0.000, 0.297)	0.23111	[0.00e+00,2.77e-01)
ENSG00000157216	1	15	0.0413798632832574	[ 0.000, 0.297)	38.496924	[1.45e+01,2.43e+04]
ENSG00000157330	0	3	0	[ 0.000, 0.297)	0.0872346	[0.00e+00,2.77e-01)
ENSG00000157358	0	1	0	[ 0.000, 0.297)	0.0110905	[0.00e+00,2.77e-01)
ENSG00000157870	1	15	3.53933042869606	[ 1.350, 3.540)	11.2286884425128	[2.85e+00,1.45e+01)
ENSG00000157873	0	16	0	[ 0.000, 0.297)	64.269966	[1.45e+01,2.43e+04]
ENSG00000157881	1	12	0.0355183678375	[ 0.000, 0.297)	8.7986971	[2.85e+00,1.45e+01)
ENSG00000157911	0	9	0	[ 0.000, 0.297)	17.641028	[1.45e+01,2.43e+04]
ENSG00000157916	1	8	0.0268000830817384	[ 0.000, 0.297)	103.68514225	[1.45e+01,2.43e+04]
ENSG00000157933	0	4	0	[ 0.000, 0.297)	15.62807	[1.45e+01,2.43e+04]
ENSG00000157978	1	7	0.00476171083696021	[ 0.000, 0.297)	14.1324355	[2.85e+00,1.45e+01)
ENSG00000158006	0	7	0	[ 0.000, 0.297)	16.566292	[1.45e+01,2.43e+04]
ENSG00000158008	0	4	0	[ 0.000, 0.297)	0.3005896	[2.77e-01,2.85e+00)
ENSG00000158014	1	3	0.912890676848577	[ 0.297, 1.350)	0.81870195	[2.77e-01,2.85e+00)
ENSG00000158022	0	2	0	[ 0.000, 0.297)	0.8737205	[2.77e-01,2.85e+00)
ENSG00000158055	1	10	0.904230194134171	[ 0.297, 1.350)	2.47888024	[2.77e-01,2.85e+00)
ENSG00000158062	0	18	0	[ 0.000, 0.297)	10.5760415	[2.85e+00,1.45e+01)
ENSG00000158109	0	2	0	[ 0.000, 0.297)	41.208	[1.45e+01,2.43e+04]
ENSG00000158156	0	2	0	[ 0.000, 0.297)	3.501864	[2.85e+00,1.45e+01)
ENSG00000158161	0	9	0	[ 0.000, 0.297)	7.0168999	[2.85e+00,1.45e+01)
